Field_ID,Elevation,Rainfall,Min_temperature_C,Max_temperature_C,pH,Pollution_level,Plot_size,Annual_yield,Crop_type
3586,723.218,1528.6,-3.5,29.4,5.301358409100644,0.069809175,4.7,2.251606866355603,cassava
2687,393.08252,1674.7,-6.1,33.4,6.885599644821197,0.1971661554671834,0.5,0.2431264058849306,wheat
1933,462.84045,1604.9,-5.6,32.4,6.1805432979468975,0.054587166,7.4,3.677157998,coffee
1605,712.45154,499.3,-4.4,29.3,5.189587769662224,0.1452840554793585,0.6,0.2819562031310999,wheat
2043,462.55408,1835,-5.4,32.1,6.725604081076366,0.025501146,5,2.611470074690016,wheat
1208,526.04126,1116.7,-5.3,33.9,5.096585435884704,0.1897452811780375,1.4,0.6705988422574904,banana
1204,759.0634,1341.1,-3.2,29.1,5.412412382379441,0.029061967,2,0.9701920704430532,coffee
1610,836.1712,1536.9,-2.3,29.5,5.241421669355627,0.086593133,1.3,0.6282054646339204,cassava
4387,746.04333,1364.2,-3.3,30.9,5.273302681101253,0.017571703,9.5,4.886637779668178,cassava
2053,750.17285,1469.5,-3.1,29.7,3.722678860949612,0.105049417,0.5,0.300699171,tea
3090,386.84885,1344,-6.6,31.5,6.618068591698293,0.061390622,4,2.4167006455362623,rice
1211,636.9009,1190.6,-4.4,28.8,5.361302189928651,0.2162097748056381,11.7,6.466514749572961,wheat
2095,929.27606,1298.6,-1.7,30,5.3695729537953145,0.069464893,3.5,2.140204055485341,tea
2471,754.902,540.1,-4,30.6,5.902375934845658,0.3110388730366914,1.7,0.9973877894031008,potato
3766,723.0279,1358.4,-3.9,27.8,3.8773267159946734,0.1107173195534488,1.9,1.1600650985591827,tea
3389,373.4004,1696.1,-6.4,33.3,5.554631390159267,0.097182958,11,4.911615227170151,banana
5023,637.3801,1986.7,-3.7,32.2,5.297030574624946,0.3282617938631353,2.1,1.7172439572133884,tea
934,695.37177,438.5,-4.6,31.5,6.437051926467269,0.3296867383270618,4.9,2.4159775022907137,maize
4732,424.03534,1847.7,-5.8,32.5,6.2020295894313495,0.00018647,2.1,1.1550761814955872,coffee
1660,883.55865,624.4,-2.7,28.8,5.383687079459955,0.2834918072996701,11.3,6.174800871835578,wheat
4198,599.60376,714.6,-5.2,35.1,5.275878393829813,0.1559932204898485,4.5,2.7381978644630016,wheat
4624,794.2216,1390,-2.8,28.9,4.304006638012702,0.038942677,4.1,2.698960972514769,tea
935,876.34204,1583.2,-1.9,28.3,3.7216114943617695,0.090566475,0.5,0.284359448,tea
3192,812.1211,1152.6,-2.9,31.2,6.796232909162234,0.084373283,2.5,1.0116656882821684,coffee
430,748.4479,2125.3,-2.6,30.2,4.028303768117705,0.3583838346569091,7.7,4.787339190121263,tea
95,459.43204,1370.1,-5.8,32.7,5.7107190736135065,0.1029903425201107,1.8,0.9174566897043424,cassava
4808,298.87646,1510.3,-7.2,34.4,5.735807612614604,7.851592109752479e-07,12.1,5.595394674790016,wheat
5231,490.64157,345.7,-6.5,31.7,4.560090614013088,0.039668412,1.2,0.6772705175936001,potato
1812,739.653,1778,-3,29.4,5.586714927255953,0.050653976,6.6,4.136367223707307,banana
3011,508.23248,651,-6.1,30.7,4.821640237128371,0.2128663283176037,3.3,1.7413613099969594,maize
826,902.3298,715.8,-2.5,29.5,5.900528077409798,0.1189076443703316,1.9,1.196626213748626,maize
4488,679.2073,1221.5,-4,29.7,5.596000004378661,0.052818778,1.2,0.577823547,wheat
126,602.4487,665.4,-5.2,29.4,5.574501173984842,0.2016477773953336,1.5,1.0159615950648253,potato
3956,629.52826,372,-5.2,30.3,4.910855248,0.2689053230537602,0.7,0.3881120540954008,wheat
5373,641.57745,989.7,-4.6,30.5,5.119275831384135,0.2668329419957757,1.9,1.0127652691668807,potato
3633,703.1665,1430.1,-3.6,31.2,4.554395574258128,0.094619239,4.1,1.6184203484147943,cassava
4568,854.3963,878.3,-2.7,31.9,6.193514099013628,0.2759513874200532,14.5,8.709084993777282,wheat
4917,603.14307,626,-5.3,32.1,6.497485301826654,0.287102855,3.9,2.6177674765024443,maize
2286,662.44806,837,-4.5,29.3,5.802437369135786,0.2266116763163959,1,0.5694645977258808,potato
2020,282.8629,369.2,-8.4,34.4,5.034818554323987,0.007988956,1.9,1.029304146571762,wheat
945,696.01654,1748.3,-3.4,30.4,4.924488158560441,0.12405556,4.7,3.962329163481914,tea
648,830.35297,587.5,-3.2,29.1,4.999228765802256,0.2550547295116139,1.1,0.6645984571092461,potato
4976,668.1739,937.6,-4.4,33.1,5.9319232453616415,0.6442194497095683,3.5,1.004090026911242,coffee
3399,663.6783,840.4,-4.5,31.6,4.896680258,0.2362916046560394,2.7,1.442433556303353,potato
3096,703.1617,820.1,-4.2,32.7,5.679157078977193,0.2634220040563087,7.3,4.2430134750989446,potato
2155,591.82074,1088,-4.9,30.7,5.129090475979097,0.9161028740239664,4,1.939080765707267,potato
2143,668.99396,1500.9,-3.9,29.9,5.168539375057526,0.011734948,2.5,1.968004441081318,tea
443,694.6692,1844.1,-3.4,32.9,5.594169858,0.1165647745067411,2.6,1.6391612539148752,banana
3702,262.37576,1349.3,-7.7,34.4,4.431825054569595,5.17929868297703e-08,6.8,2.2265853512707827,banana
2406,343.05075,1715,-6.6,32.8,5.516110238140778,0.025911456,12.2,7.198206974496423,rice
1458,281.0364,1693,-7.2,33.5,6.182451468584177,0.011364197,2.8,1.6254436237581995,rice
783,521.5132,1109.7,-5.7,31.2,6.301336359402469,0.8559437709046267,4.9,1.508536545392502,coffee
1504,728.50226,1542.5,-3.3,29.5,5.274552773541305,0.077549623,1.1,0.5307129025348046,banana
2332,738.1334,489.4,-4.1,29.9,5.521939049903467,0.3515603991904382,0.6,0.2557455542824683,maize
2006,604.38135,907.1,-5,31.3,5.308023873668251,0.1136697413814518,8.8,5.208228102225896,wheat
1773,741.7553,1847,-2.9,29.1,5.503306347338729,0.1651794772741258,12.3,7.438521231510475,banana
3610,709.53156,461.8,-4.4,28.8,6.282621870006854,0.3018402883340824,0.8,0.4424442758939573,wheat
4812,789.2063,609.3,-3.6,30.1,6.3867903253513845,0.2613405781943899,1.2,0.7194646692789812,wheat
1364,666.98236,545.2,-4.9,29.8,6.247013889442593,0.2220786845333762,3.9,2.2347767982722284,wheat
333,577.2653,385.2,-5.7,29.8,5.316829207105482,0.1223856115052272,1.8,1.185730826031726,potato
3911,537.2899,1008.8,-5.5,29.4,5.529203955680708,0.914935023,2.2,0.8992446887143093,wheat
3713,662.20825,879.8,-4.5,30.2,4.930591991795015,0.498610699,4.1,1.8912138402149423,cassava
4724,758.492,2093.2,-2.5,31.9,3.9977865689770713,0.2702279291633704,1.4,0.9044495587287106,tea
4756,799.6236,1795.6,-2.4,27.5,4.057018008223381,0.1649214457600182,0.7,0.5040751279043346,tea
4166,636.2264,434,-5.1,32.1,4.6841265935079415,0.1504514298427731,0.7,0.421115503,potato
4064,461.33395,1959.5,-5.3,30.9,5.817231928544758,0.038602271,1.2,0.6638942015103958,coffee
4367,367.62817,1849.9,-6.3,32.7,6.361664326027184,0.1470025533017502,0.7,0.347165224,wheat
3851,811.4883,557.4,-3.4,27.4,5.491357581220977,0.2669554689461658,6.8,4.275146143047145,potato
1184,420.35373,1578.4,-6,31.2,5.299640149717583,0.077166407,1.1,0.6852402840171842,rice
5015,569.68024,1404.6,-4.9,31.4,4.222239308444072,0.02153608,11.4,3.9469194220910913,cassava
318,713.039,1138,-3.7,30.6,5.774410367123112,0.1351661780438935,4.1,1.9643253388773447,wheat
60,909.26044,1405.4,-1.8,31,5.366401241443922,0.063128676,2.7,1.2086502250702684,coffee
2315,223.0227,1577.2,-7.8,33.6,5.6389748618851545,0.001149828,3.1,1.3660972000895184,wheat
3470,837.18915,1102.1,-2.7,27.7,5.471494187070512,0.141275327,4.1,1.9834950809909468,wheat
4398,562.13806,326.6,-5.9,30.6,4.588042026451355,0.2281615879976141,1,0.5515630988074539,potato
2004,660.7559,517.4,-4.9,31.2,6.3220257816012895,0.4460756821702886,11.4,5.393375706376851,maize
5432,322.6378,1721.7,-6.8,32.4,7.331908648040788,0.007117169,4.5,1.568473824504293,banana
2674,680.0387,1903.7,-3.5,30.5,4.680212506315559,0.2124133612935898,4.2,2.082596810851359,banana
2373,626.92004,758.8,-4.9,28.3,4.906978576532858,0.1293614556999975,10.3,6.521148251069471,potato
3073,100.13457,1510,-9,34.6,7.316254064541319,0.000178741,2.7,1.274722341233039,wheat
2965,485.76596,225.6,-6.7,29.4,4.914984573,0.17477678,1.3,0.7494834311199914,potato
175,832.8712,1337.3,-2.5,32.2,4.037738831278485,0.6335292055835702,3.6,1.4794964003764584,tea
4549,675.9259,1247.2,-4,31.3,4.099672395860886,0.029465928,4.2,2.7617932765421584,tea
541,313.19266,1533.5,-6.8,32.5,6.5590979680108985,1.5673255328860008e-07,1.6,0.6253641514195407,banana
5505,882.0909,684.1,-2.7,30.5,5.02707502,0.2439694623477261,5,2.298688880869616,tea
2093,600.6866,608,-5.3,31.1,4.767422920557746,0.049611042,2,1.2859372213728752,potato
4487,601.47534,1033.6,-4.9,31.1,4.923700319761498,0.912449291,4.4,2.170979634173684,cassava
4728,720.31165,2204.5,-2.8,31.5,4.006024066007757,0.3465819318480507,2,1.2316621474058915,tea
4782,505.30185,290.5,-6.4,32.2,6.241408652922509,0.1614134710613023,4.8,2.8893774275740185,maize
824,638.84985,1188.7,-4.5,30.4,5.027000666742374,0.2071327432236986,3.8,1.8783204489815333,cassava
404,380.71686,1786.7,-6.2,32,7.108012192899043,0.1309388834899567,1.7,0.6607757799096153,banana
4186,770.156,2148.9,-2.2,30.6,5.3721674145573335,0.3490792430713996,2,1.1518408976381873,coffee
4595,661.1981,921.2,-4.5,30.4,5.6822324529873205,0.5932245970170447,3.7,1.370204117917503,wheat
4146,403.9223,1705.2,-6,33.4,5.892485136252389,0.1193677696549277,12.9,6.188166856081057,banana
5497,721.34326,1072.2,-3.8,28.9,5.765333629564258,0.8353908232878431,11.6,5.9658321032541375,cassava
2712,316.45935,1704.9,-6.9,32.8,6.850051675885507,0.032659735,0.9,0.447354329,wheat
972,723.325,474.6,-4.3,30.3,6.256145651960908,0.3044527586751862,2.6,1.3240469017771586,maize
916,703.14374,1897.9,-3.2,30.5,5.932919251407839,0.1730572213987334,10.9,6.833768776,coffee
2014,469.02,1541,-5.7,29.6,6.891400012073694,0.035805697,1.8,0.9549229567879264,wheat
3984,905.18555,1124.2,-2.1,26.1,6.037766981847557,0.4106120028819179,1.2,0.389806406,coffee
4483,568.40625,396.7,-5.8,31.5,6.608946581962747,0.063766638,2.5,1.616375051575142,maize
804,466.16754,1673.1,-5.5,32.3,6.645574972639977,0.2869657772125384,5,2.030598420205712,banana
4416,580.9582,1237.1,-4.9,33.3,4.205016747327466,0.1633373601947569,13.1,4.877479821,cassava
547,812.91626,644.8,-3.3,30.3,6.416530153478214,0.2491528850103501,12.5,7.272523363896259,maize
4298,852.2843,1428.6,-2.3,32.4,4.484499082552462,0.1817495325589626,1.8,0.7652153748266289,cassava
3236,605.18964,1091,-4.8,32.9,5.014330699,0.404911014,13.7,6.687659854940736,wheat
3686,736.73376,1355.7,-3.4,30.2,4.5104757845828525,0.019025077,2.1,0.9114557127782597,cassava
2413,520.282,1480.7,-5.2,30.1,4.7126362824243735,0.009564733,10.4,3.995220226273451,cassava
2499,920.44775,1327.1,-1.7,28.2,4.493361170586618,0.072317644,12.9,7.856498321837859,tea
4071,764.915,1138.7,-3.3,32.7,4.511513842713361,0.8397947614374512,1.7,0.5569405237351819,tea
5191,600.01056,1089.7,-4.9,30.6,5.5303053972736365,0.063405246,1.1,0.7047513200273405,potato
3390,682.67737,798.1,-4.4,30.3,5.847997257896402,0.2711456098844433,1.9,1.077263589658741,potato
2993,873.91547,829.6,-2.6,28.5,4.862108639449846,0.2495755879959108,2.6,1.324776823415848,potato
3240,442.32376,1385.7,-5.9,30.9,6.430875651552976,0.007092521,0.6,0.3381757256276013,wheat
2662,746.32446,1346.9,-3.3,31.4,5.514051263897426,0.028306154,4.9,2.6288576169602007,cassava
4148,590.2136,437.9,-5.5,32,6.376911876,0.098787141,0.8,0.4749943558880825,potato
2000,655.00037,1639.1,-3.9,32.5,4.864779001622966,0.1587036466460071,8,2.958230252115757,cassava
5516,350.17694,1823.8,-6.5,35.8,6.018536408621015,0.2324350953152097,2.6,1.3947322792029024,coffee
1003,711.1138,1182.1,-3.8,27.5,5.393200168387157,0.907649543,0.7,0.1748574333801564,wheat
3493,641.5185,1303.4,-4.3,29.9,4.645229932954551,0.8776040752394302,1.6,0.8526409321347928,tea
5476,857.2982,639.7,-2.9,28.9,5.276380487056069,0.166749122,4.6,2.512282344590364,maize
1967,787.12054,1473.5,-2.8,29.5,4.380500276504608,0.054998202,5.1,1.9503668958972509,cassava
4849,790.723,621.2,-3.6,29.4,4.502572982832938,0.056968871,1.6,0.8976445907661784,potato
1074,669.39624,802,-4.5,27.7,5.222161984668675,0.1372606470443709,0.6,0.3184402210699074,cassava
1797,795.66144,697.1,-3.4,30.9,5.287726733277763,0.2070079114223397,0.7,0.4343047576991941,potato
3729,821.20056,608,-3.3,32.8,6.213096747480147,0.1665245808002607,14.8,8.649656672198786,maize
4332,391.16443,1643.9,-6.5,33.9,6.024238213796895,0.00010664,4.5,2.132926563368898,banana
401,635.8302,1082.5,-4.5,34,5.916493112729105,0.053673407,12.1,5.857420921046351,coffee
5267,726.4972,625.1,-4.1,31,6.316042703,0.4272488972814487,1.1,0.5685831571061961,maize
3189,711.23914,491.3,-4.4,28.6,4.953575658566903,0.1631494398893049,2.7,1.5616652912688425,potato
366,625.9631,1127.9,-4.6,29.6,6.650922265186574,0.2555448168577824,2.6,1.5371737449788647,maize
3061,731.8739,883.3,-3.8,29,5.393302538066193,0.3681760530169679,0.9,0.3767091279820165,wheat
2485,754.4395,760.6,-3.8,29.7,5.351269324,0.2643815767331254,1.7,1.018561577691292,potato
490,389.38843,1806.2,-6.1,32.2,6.216652633234438,0.002984762,9.9,6.065325292405135,rice
846,714.7195,831.7,-4,28.5,6.488433154182424,0.3630357780123358,4.6,2.449902484219942,wheat
2831,291.20154,1724.7,-7.2,32.9,5.790368297382434,0.296608335,0.8,0.4292102839209981,rice
3112,792.62036,569.2,-3.6,29.8,4.792013668871998,0.3086447920674073,1.6,0.7079642025696481,wheat
3673,480.25378,1619.5,-5.4,30.9,5.276440847679167,0.2041835823140128,1.7,0.7001510713075162,cassava
4380,620.51733,608.1,-5.1,28.3,6.194350601,0.2341625848235034,3.2,2.303786614126355,wheat
1452,810.8162,1402.4,-2.7,30.8,5.414073189986601,0.03534618,4.2,2.156942134780917,cassava
5614,597.5318,1906.7,-4.1,30.5,5.919849694510327,0.3046893166855132,0.8,0.3790397620120101,coffee
778,981.6874,880.8,-1.6,28.4,5.786335319279012,0.2065524460942844,6.5,3.645506106793563,wheat
3768,555.09955,1122.1,-5.2,28.4,6.432438080973695,0.7834231555604153,3.1,1.586603580463461,wheat
194,667.496,1655,-3.7,30.5,4.331604896559596,0.1587104242392446,3.8,2.9688555917446697,tea
4295,820.36334,1453,-2.5,29.6,4.948463494674908,0.05900068,7.9,5.538826198984945,tea
4390,785.38055,578.4,-3.6,30,5.1013615773430185,0.2980726889501274,5.6,3.360244741687448,potato
2702,783.00726,2031.7,-2.3,31.3,4.507957124927593,0.3003826980672862,2,1.4517570996514928,tea
3283,717.1712,843.3,-4,31.8,6.099889274004479,0.3479478625382651,3.5,1.69713743,maize
2077,688.7125,1480.7,-3.7,31.2,4.760547679,0.4138176626498344,0.7,0.2674322522480754,cassava
1908,323.5896,1792.3,-6.7,33.7,6.399518738098224,0.052854848,4.1,2.296210876,coffee
3856,651.7667,594.1,-4.8,28.8,5.404812589312062,0.1845874379139804,1.7,0.7574717106617792,maize
2459,734.9242,507.9,-4.2,30.2,5.643690307509681,0.3094460853490432,6.7,4.011681523943898,potato
4364,511.7637,2007.5,-4.8,31.7,6.717394682520144,0.04101158,2.9,1.502572394796562,wheat
2524,293.61716,1555.7,-7.2,32.4,7.337138516,1.3573124636940117e-06,12,5.725810468879085,rice
5529,785.7696,1755.1,-2.6,28.6,5.071782175246659,0.03280053,1.4,1.130522665630228,tea
523,849.68005,653.6,-3,27.5,5.3029160244214015,0.2514669065319567,3,1.8418331185864083,potato
5118,378.88702,750.6,-7.2,32.8,5.724289371575891,0.8119032642949293,0.6,0.2936121514296522,maize
5282,596.6748,845.2,-5.1,32.9,6.350540865288727,0.1356720018097917,9.2,6.522104203171224,wheat
3958,493.02084,1600.5,-5.4,33.3,6.704098652896424,0.023460078,2.7,1.474968167866408,wheat
624,838.43396,777.8,-3,31,4.535708585020026,0.1970634106893562,2.4,1.1782333711125106,tea
1927,902.12854,1364.5,-1.9,27.8,5.077624244334603,0.2313285262785885,3.7,1.8184720913304664,cassava
1326,374.59125,1822.8,-6.2,30.9,7.194281845513291,0.299893348,1.6,0.6618508201972616,wheat
1414,534.3043,707.5,-5.8,31.6,6.227169196672813,0.012651195,1,0.6220380727005621,potato
5570,784.0209,547.7,-3.7,28.3,5.457287824390132,0.2683919142770486,2.7,1.6800750330929146,potato
4867,772.6632,1768.4,-2.7,33.2,4.812250983796986,0.1397015939757565,1.7,1.3788429238392004,tea
1142,890.534,1265,-2.1,30.8,4.430159397887667,0.040937903,1.5,0.912611401,tea
4027,686.7138,635.5,-4.5,30.5,4.743184617600599,0.050333497,1.4,0.6091334452508574,maize
1376,660.65173,1603.4,-3.8,28.8,4.330086724035678,1.3640891341980642e-08,3.4,2.648997010813054,tea
2925,698.7803,807.8,-4.2,31.3,6.625849406682897,0.1973929313039187,2.1,1.097079767943843,maize
4094,525.8007,563.4,-6,32.4,5.419372906,0.064767557,2.4,1.3936442048695887,maize
4902,837.2648,1686.8,-2.2,31.2,5.087173592059109,0.3657358903052833,3.7,1.5166190487938571,cassava
2505,546.641,1751.7,-4.7,31.4,6.453859351824118,0.039914677,9.9,4.932533634089677,coffee
2463,700.7473,1377.6,-3.7,32,5.498405187,0.8845472830416204,0.9,0.2693430254814123,banana
5245,962.65515,829.3,-1.8,29.7,6.467735283889256,0.055699585,1.6,0.9758901685390547,maize
5084,418.5077,1817.6,-5.8,31.2,6.892136173475241,0.005762355,1.4,0.6214581691750801,banana
2408,178.15222,1603.8,-8.1,33.3,6.981437673353839,0.002263136,4.7,2.3239346791376003,wheat
81,683.9345,1638.1,-3.6,31.8,4.405833109450071,9.936232696456411e-09,0.9,0.31126023,cassava
2136,754.914,556.7,-3.9,31.5,6.745905246102759,0.172347153,2.5,1.2810227663391522,potato
4574,236.7544,1604.6,-7.7,34,5.973094503,4.31260183286824e-05,12.1,5.251094998242031,banana
880,913.35565,1282.8,-1.8,29.9,4.570972223321792,0.050159692,2.5,1.534407401321477,tea
